Timestamp,Animal,Staff,Log Type,Date,Time,Feeding Log,Did you feed all individuals? ,"If not, who did you feed?",What did you feed? (Weight per animal) [<1/4 lb],What did you feed? (Weight per animal) [1/4 lb],What did you feed? (Weight per animal) [1/2 lb],What did you feed? (Weight per animal) [3/4 lb],What did you feed? (Weight per animal) [1 lb],What did you feed? (Weight per animal) [1.25 lb],What did you feed? (Weight per animal) [1.5 lb],What did you feed? (Weight per animal) [1.75 lb],What did you feed? (Weight per animal) [2 lb],What did you feed? (Weight per animal) [5 lb],What did you feed? (Weight per animal) [10 lb],What did you feed? (Weight per animal) [15 lb],What did you feed? (Weight per animal) [20 lb],If other,Deer feed scoops,Observation Log,Observation Type,Finding,Habitat Cleaning Log,Description of cleaning,Enrichment Log,Which individuals in habitat?,Enrichment type,Enrichment type details,Time In,Time Out,Response,Notes,Medical Logs,Animal Name,Encounter Type,Injury Log,Type,Injury description,Exam Type,Animal sedated?,Vet notified?,Vet response,Did you administer medication?,Sedation Log,Sedation medication used,Which sedation kit was used?,Administration method,Dose,Time administered,Time to respond,Medication Log,Type,Dose,Administration Route,Did animal take medication?,Did you sedate?,Vet Log,Type,Vet name,Type,Location,Notes,Reminders,Reminder Date,Reminder/Note
3/16/2024 19:34,Bobcat,Miranda,Enrichment/Observation,3/16/2024,4:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,"Nsf, excellent w at least 30 ppl watching, did well w me standing to side",,,,All,"Nb in dishes first, then string carboard w 4 xlm in box and the ball w sprayed catnip in box",See above,4:00:00 PM,6:50:00 PM,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2024 19:35,Bobcat,Miranda,Feeding/Observation,3/16/2024,4:00:00 PM,,Yes,,"Nebraska Brand, Whole prey",,,,,,,,,,,,,.15lb nb each and 4xlm,,,Enrichment ,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2024 19:39,Wolf,Krystal,Habitat Cleaning/Observation,3/16/2024,3:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,Ela slow and stiff getting up,,"Water change, Fence maintenance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2024 9:13,Wolf,Krystal,Habitat Cleaning/Observation,3/16/2024,3:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Waste removal, Brush removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2024 19:37,Wolf,Miranda,Enrichment/Observation,3/16/2024,2:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,1 lg rabbit each pack,2:00:00 PM,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2024 19:39,Wolf,Miranda,Feeding/Observation,3/16/2024,2:00:00 PM,,Yes,,,,,,Nebraska Brand,,,,Nebraska Brand,"Nebraska Brand, Whole prey",,,,1 lg rabbit ea pack and 8lb nb. Per wolf,,,DVE,"Nsf, winema to rabbit and ela to rabbit, front 3 were covering their nb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2024 19:30,Red Fox,Miranda,Habitat Cleaning/Observation,3/16/2024,11:00:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Waste removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2024 10:25,Wolf,Miranda,Observation,3/16/2024,9:50:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2024 10:23,Red Fox,Miranda,Observation,3/16/2024,9:45:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2024 10:17,Bobcat,Miranda,Feeding/Observation,3/16/2024,9:15:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,"Nsf, heavier pacing this am but no paws up no stealing or displacement,  ate all of diet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2024 19:54,Red Fox,Krystal,Feeding/Observation,3/15/2024,7:45:00 PM,,Yes,,"Nebraska Brand, Fresh Fruit, Fresh Vegetables",,,,,,,,,,,,,Egg,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2024 19:54,Bobcat,Krystal,Feeding/Observation,3/15/2024,7:30:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,Egg,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2024 8:14,Red Fox,Krystal,Observation,3/15/2024,8:05:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2024 8:13,Wolf,Krystal,Observation,3/15/2024,7:55:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2024 7:53,Bobcat,Krystal,Feeding/Observation,3/15/2024,7:45:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2024 19:48,Red Fox,Krystal,Feeding/Observation,3/14/2024,7:45:00 PM,,Yes,,"Whole prey, Fresh Vegetables, Fish, Mazuri Omnivore",,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2024 19:49,Red Fox,Krystal,Enrichment/Observation,3/14/2024,7:45:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,Mice,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2024 19:48,Bobcat,Krystal,Feeding/Observation,3/14/2024,7:30:00 PM,,Yes,,,,Chicken,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2024 19:49,Wolf,Krystal,Habitat Cleaning/Observation,3/14/2024,4:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Brush removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2024 10:38,Bobcat,Miranda,Enrichment/Observation,3/14/2024,1:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,2 chicks and 2 xlm hidden under cardboard slots with flaps on them so that they had to move them or box ,1:00:00 PM,,4,"Carter5 got almost if not all prey, cash was content to lay on weaver cardboard paper and watch him,did not try to steal they did excellent, I talked to guests while enrichment in, then let them out and quietly came back to side of ramp, tucked keys in pocket.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2024 10:39,Bobcat,Miranda,Feeding/Observation,3/14/2024,1:00:00 PM,,No,"Carter, did not see cash get any ",,Whole prey,,,,,,,,,,,,2 chicks and 2 xlm,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2024 19:50,Wolf,Krystal,Habitat Cleaning/Observation,3/14/2024,12:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Fence maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2024 10:40,Red Fox,Miranda,Habitat Cleaning/Observation,3/14/2024,11:00:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Waste removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2024 10:34,Bobcat,Miranda,Habitat Cleaning/Observation,3/14/2024,9:45:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Pad cleaning, Water change, Pond cleaning, Waste removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2024 10:33,Bobcat,Miranda,Feeding/Observation,3/14/2024,9:15:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,Excellent ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2024 16:51,Bobcat,Miranda,Enrichment/Observation,3/13/2024,4:45:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,"Scatter feed bone meat, harder this time on leaves all over habitat",4:40:00 PM,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2024 16:50,Bobcat,Miranda,Feeding/Observation,3/13/2024,4:35:00 PM,,Yes,,OTHER,Nebraska Brand,,,,,,,,,,,,.25lb nb and .2lb bone meat ,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2024 16:27,Bobcat,Miranda,Habitat Cleaning/Observation,3/13/2024,4:25:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2024 16:26,Wolf,Miranda,Habitat Cleaning/Observation,3/13/2024,4:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2024 16:24,Red Fox,Miranda,Feeding/Observation,3/13/2024,3:40:00 PM,,No,"Sabra, jamie refused",Fresh Vegetables,OTHER,,,,,,,,,,,,.25lb bone meat oxtail,,,DVE,"Jamie refused was sleeping on fake rock, went back to sleep while sabra eating. After i did waters of the wolves jamie was laying in big house not in rock, hard to tell but food didnt look touched",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2024 15:44,Wolf,Miranda,Feeding/Observation,3/13/2024,2:00:00 PM,,Yes,,,,,,"Nebraska Brand, OTHER",,,,OTHER,,,Nebraska Brand,,"Oxtail bones 1 each and 1 extra abiut 3 lbs each, 80lbs nb total",,,DVE,"Nsf, winema and ahuli not interested a first fed first, eating mire after their bones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2024 15:45,Wolf,Miranda,Enrichment/Observation,3/13/2024,2:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,Knuckle bones,2:00:00 PM,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2024 15:34,Red Fox,Miranda,Habitat Cleaning/Observation,3/13/2024,12:45:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Pad cleaning, Water change, Fence maintenance, Filled holes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2024 16:26,Red Fox,Miranda,Medical,3/13/2024,12:30:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamie or sabra ,Potentially injestion of soft plastic,,New Injury,"Green kong webbed ball had been chewed apart, large bits found but they could have possibly invested some of the tiny pieces (if there were any)",VE,,No,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2024 10:30,Wolf,John,Observation,3/13/2024,10:30:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2024 10:14,Bobcat,John,Feeding/Observation,3/13/2024,10:08:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2024 16:53,Bobcat,Miranda,Habitat Cleaning/Observation,3/12/2024,4:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Enrichment out",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2024 16:55,Bobcat,Miranda,Feeding/Observation,3/12/2024,4:30:00 PM,,Yes,,OTHER,,Nebraska Brand,,,,,,,,,,,.4lb nb each and 2 eggs each,,,DVE,"Nsf, split about .3lb nb and 1 egg in dishes, then put other eggs and rest of nb scattered in habitat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2024 16:56,Bobcat,Miranda,Enrichment/Observation,3/12/2024,4:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,"Scavenger hunt nb and 2 eggs, firehose and orange ball out",4:40:00 PM,,1,No response as both still eating from dishes when I opened gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2024 16:11,Red Fox,Miranda,Feeding/Observation,3/12/2024,3:30:00 PM,,Yes,,"Fresh Vegetables, Mazuri Omnivore, OTHER",,,,,,,,,,,,,".25lb ground butchers meat each, 1 quail egg each, frozen mixed veg",,,DVE,"Nsf, sabra cached, did not see eat. Jamie cached meat but ate veggies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2024 16:13,Red Fox,Miranda,Enrichment/Observation,3/12/2024,3:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food in black trays with toys on them,Red ball andd green webbed ball on each black rectangle tray w food,3:30:00 PM,,2,"H
Jamie sniffed green ball but ignored, sabra avoided red ball when in food dish but once I removed it she went up and sniffed it before ignoring ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2024 16:10,Red Fox,Miranda,Habitat Cleaning/Observation,3/12/2024,3:20:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Fence maintenance, Filled holes w rocks and covered",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2024 14:50,Bobcat,Miranda,Enrichment/Observation,3/12/2024,2:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,"Nsf, great staying in. More w food and catnip than hose",,,,All,Fire hose laid out w catnip and some shredded chicken,See above,2:30:00 PM,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2024 13:06,Wolf,John,Habitat Cleaning/Observation,3/12/2024,12:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2024 9:31,Wolf,John,Observation,3/12/2024,9:30:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2024 11:15,Bobcat,John,Feeding/Observation,3/12/2024,9:30:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2024 9:23,Red Fox,John,Observation,3/12/2024,9:23:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2024 18:33,Red Fox,John,Feeding/Observation,3/11/2024,6:32:00 PM,,Yes,,Fresh Vegetables,Chicken,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2024 18:28,Bobcat,John,Feeding/Observation,3/11/2024,6:20:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2024 14:17,Red Fox,John,Habitat Cleaning/Observation,3/11/2024,2:17:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2024 13:51,Wolf,Miranda,Habitat Cleaning/Observation,3/11/2024,1:55:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2024 13:41,Wolf,John,Habitat Cleaning/Observation,3/11/2024,1:40:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2024 13:50,Bobcat,Miranda,Enrichment/Observation,3/11/2024,1:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Toy,"Black flat bowl wifh red funnel iver ball, had some dry treats trapped inside and vanilla soray on it",1:30:00 PM,,5,"Really responsive, rolling and playing in it and rubbing, stimulated chasing behavior, did well with guests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2024 13:48,Bobcat,Miranda,Habitat Cleaning/Observation,3/11/2024,1:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Pad cleaning, Water change, Waste removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2024 10:10,Red Fox,Miranda,Habitat Cleaning/Observation,3/11/2024,10:00:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Waste removal, Fence maintenance, Filled in holes, had dug under fence over the weekend",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2024 10:10,Wolf,Miranda,Observation,3/11/2024,9:55:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2024 10:09,Bobcat,Miranda,Feeding/Observation,3/11/2024,9:22:00 AM,,No,Cash,,,Nebraska Brand,,,,,,,,,,,,,,DVE,"Appeared nsf, carter refused nb, came un then left. Cash ate his but not carters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2024 16:45,Bobcat,John,Feeding/Observation,3/10/2024,4:40:00 PM,,Yes,,Whole prey,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2024 16:46,Bobcat,John,Enrichment/Observation,3/10/2024,4:40:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,Whole prey,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2024 16:23,Red Fox,John,Feeding/Observation,3/10/2024,4:00:00 PM,,Yes,,Whole prey,Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2024 16:26,Red Fox,John,Enrichment/Observation,3/10/2024,4:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food (whole prey) and Interaction,Both received a whole chick. Jamie had interaction.,4:00:00 PM,4:15:00 PM,4,Sabra had no interest in interaction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2024 11:40,Red Fox,John,Observation,3/10/2024,11:40:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2024 11:45,Wolf,John,Habitat Cleaning/Observation,3/10/2024,11:30:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2024 9:45,Bobcat,John,Feeding/Observation,3/10/2024,9:35:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2024 16:40,Red Fox,John,Feeding/Observation,3/9/2024,4:30:00 PM,,Yes,,,,,,Whole prey,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2024 16:42,Red Fox,John,Enrichment/Observation,3/9/2024,4:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,Whole rabbit each,,,4,Jamie immediately went for his sabra took hers then tried to hide it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2024 16:37,Bobcat,John,Feeding/Observation,3/9/2024,4:00:00 PM,,Yes,,,,,,Whole prey,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2024 16:38,Bobcat,John,Enrichment/Observation,3/9/2024,4:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,Whole rabbit each,,,5,Both Carter and Cash played with their rabbits before eating them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2024 8:45,Wolf,John,Observation,3/9/2024,8:45:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2024 8:44,Red Fox,John,Observation,3/9/2024,8:44:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2024 8:46,Bobcat,John,Observation,3/9/2024,8:35:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2024 16:16,Red Fox,John,Feeding/Observation,3/8/2024,4:15:00 PM,,Yes,,,Chicken,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2024 16:15,Bobcat,John,Feeding/Observation,3/8/2024,4:00:00 PM,,Yes,,OTHER,Nebraska Brand,,,,,,,,,,,,Egg,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2024 13:45,Red Fox,Krystal,Enrichment/Observation,3/8/2024,1:40:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,Mice,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2024 13:45,Red Fox,Krystal,Habitat Cleaning/Observation,3/8/2024,1:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Waste removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2024 13:21,Bobcat,Krystal,Enrichment/Observation,3/8/2024,1:15:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Toy/ food,Mice in box. Mice on teepee,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2024 13:20,Bobcat,Krystal,Habitat Cleaning/Observation,3/8/2024,1:10:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Pad cleaning, Water change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2024 9:48,Red Fox,Krystal,Enrichment/Observation,3/8/2024,9:45:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Interaction (Play),Pet jamie. Sabra came close and sniffed,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2024 9:47,Red Fox,Krystal,Observation,3/8/2024,9:30:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2024 9:47,Wolf,Krystal,Observation,3/8/2024,9:15:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2024 8:53,Bobcat,Krystal,Feeding/Observation,3/8/2024,8:50:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024 18:11,Bobcat,Krystal,Feeding/Observation,3/7/2024,6:00:00 PM,,Yes,,,"Nebraska Brand, Chicken",,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024 18:10,Red Fox,Krystal,Feeding/Observation,3/7/2024,5:50:00 PM,,Yes,,"Whole prey, Fresh Vegetables, Mazuri Omnivore",,,,,,,,,,,,,Egg,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024 18:10,Wolf,Krystal,Enrichment/Observation,3/7/2024,5:15:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Novel environment ,Put wolves in pen 2. Wolves ran along fence 30 mins competing ,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024 18:08,Wolf,Krystal,Habitat Cleaning/Observation,3/7/2024,5:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Waste removal, Fence maintenance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024 17:04,Bobcat,Miranda,Enrichment/Observation,3/7/2024,4:50:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Toy,Wood board on house,4:55:00 PM,,2,"Went into area but not on it, used as distraction to get other e from outside fence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024 16:39,Red Fox,Krystal,Enrichment/Observation,3/7/2024,4:25:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,"Interaction, food/ toy",Pet Jamie for few minutes. Mice in cardboard egg crate tapped up,,,5,"Jamie loved being pet. Both got a cardboard crate each and 3 mice, took a few minutes to open",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024 16:37,Red Fox,Krystal,Habitat Cleaning/Observation,3/7/2024,4:10:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Waste removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024 17:03,Bobcat,Miranda,Habitat Cleaning/Observation,3/7/2024,4:10:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Pad cleaning, Water change, Waste removal, Fence maintenance, Trashed straw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024 17:02,Bobcat,Miranda,Enrichment/Observation,3/7/2024,3:55:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Ts,Nr ts,3:55:00 PM,,4,Opinions about nb see log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024 17:03,Bobcat,Miranda,Feeding/Observation,3/7/2024,3:55:00 PM,,Yes,,"Nebraska Brand, Chicken",Nebraska Brand,,,,,,,,,,,,.05lb chicken  and .3lb nb each,,,DVE,Nsf for ts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024 13:18,Bobcat,Miranda,Enrichment/Observation,3/7/2024,1:15:00 PM,,,,,,,,,,,,,,,,,,,,DVE,Gave after cash came out for talk,,,,All,Food,1 chicken wing in green webbed ball. 1 by itself,1:15:00 PM,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024 13:19,Bobcat,Miranda,Feeding/Observation,3/7/2024,1:15:00 PM,,Yes,,Chicken,,,,,,,,,,,,,,,,DVE,"Nsf, rf for cash coming out for talk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2024 15:40,Wolf,Krystal,Observation,3/7/2024,12:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
