Timestamp,Animal,Staff,Log Type,Date,Time,Feeding Log,Did you feed all individuals? ,"If not, who did you feed?",What did you feed? (Weight per animal) [<0.15 lb],What did you feed? (Weight per animal) [0.25 lb],What did you feed? (Weight per animal) [0.5 lb],What did you feed? (Weight per animal) [0.75 lb],What did you feed? (Weight per animal) [1 lb],What did you feed? (Weight per animal) [1.25 lb],What did you feed? (Weight per animal) [1.5 lb],What did you feed? (Weight per animal) [1.75 lb],What did you feed? (Weight per animal) [2 lb],What did you feed? (Weight per animal) [5 lb],What did you feed? (Weight per animal) [10 lb],What did you feed? (Weight per animal) [15 lb],What did you feed? (Weight per animal) [20 lb],Additional weight information,Extra Food Info,If other,Amount_fed,Food_type,Deer feed scoops,Observation Type,Finding
3/6/2024 16:25,Bobcat,Miranda,Feeding/Observation,3/6/2024,9:30:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
3/5/2024 17:20,Bobcat,Krystal,Feeding/Observation,3/5/2024,5:15:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
3/5/2024 17:20,Red Fox,Krystal,Feeding/Observation,3/5/2024,5:00:00 PM,,Yes,,Fresh Vegetables,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
3/5/2024 9:31,Bobcat,Miranda,Feeding/Observation,3/5/2024,9:30:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,.4lb nb ea,,,,DVE,Nsf excellent 
3/4/2024 18:45,Red Fox,John,Feeding/Observation,3/4/2024,6:45:00 PM,,Yes,,Fresh Vegetables,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
3/4/2024 18:38,Bobcat,John,Feeding/Observation,3/4/2024,6:35:00 PM,,Yes,,,,Chicken,,,,,,,,,,,,,,,,,DVE,NSF
3/4/2024 10:26,Bobcat,Krystal,Feeding/Observation,3/4/2024,10:20:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
3/3/2024 16:52,Bobcat,Krystal,Feeding/Observation,3/3/2024,4:45:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,Egg,,,,DVE,NSF
3/3/2024 16:38,Red Fox,Krystal,Feeding/Observation,3/3/2024,4:30:00 PM,,Yes,,"Fresh Fruit, Fresh Vegetables, Fish, Mazuri Omnivore",,,,,,,,,,,,,,,,,,,DVE,NSF
3/3/2024 9:06,Bobcat,Krystal,Feeding/Observation,3/3/2024,8:50:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
3/2/2024 17:00,Red Fox,Krystal,Feeding/Observation,3/2/2024,4:45:00 PM,,Yes,,"Nebraska Brand, Fresh Fruit, Fresh Vegetables, Fish, OTHER",,,,,,,,,,,,,,,egg,,,,DVE,NSF
3/2/2024 16:59,Bobcat,Krystal,Feeding/Observation,3/2/2024,4:30:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
3/2/2024 16:13,Wolf,Krystal,Feeding/Observation,3/2/2024,2:00:00 PM,,Yes,,,,,,,,,,,,Nebraska Brand,,,,,,,,,DVE,NSF
3/2/2024 9:00,Bobcat,Krystal,Feeding/Observation,3/2/2024,8:45:00 AM,,Yes,,Chicken,Chicken,,,,,,,,,,,,,,,,,,DVE,NSF
3/1/2024 16:36,Bobcat,Miranda,Feeding/Observation,3/1/2024,3:55:00 PM,,Yes,,"Nebraska Brand, Chicken",Nebraska Brand,,,,,,,,,,,,,,.3 lb nb and .2 lb chicken estimated each,,,,DVE,NSF
3/1/2024 16:34,Red Fox,Miranda,Feeding/Observation,3/1/2024,3:45:00 PM,,No,,"Nebraska Brand, Fresh Vegetables",Chicken,,,,,,,,,,,,,,Cucumber,,,,DVE,Neither left house until i was gone
3/1/2024 16:38,Bobcat,Miranda,Feeding/Observation,3/1/2024,1:50:00 PM,,Yes,,"Nebraska Brand, Chicken",,,,,,,,,,,,,,,.1 lb nb and .15 chicken ,,,,DVE,"Ts, nsf"
3/1/2024 16:47,Bobcat,Miranda,Feeding/Observation,3/1/2024,9:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,.4lb nb,,,,DVE,NSF
2/29/2024 17:42,Red Fox,Krystal,Feeding/Observation,2/29/2024,5:30:00 PM,,Yes,,"Fresh Fruit, Fresh Vegetables, Mazuri Omnivore",Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
2/29/2024 17:41,Bobcat,Krystal,Feeding/Observation,2/29/2024,5:20:00 PM,,Yes,,Whole prey,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
2/29/2024 9:43,Bobcat,Miranda,Feeding/Observation,2/29/2024,9:35:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,.4lb nb ,,,,DVE,"Nsf, they did EXCELLENT no paws up, pacing moderate. Both went to respective dish and no swiping towards hands"
2/28/2024 16:32,Bobcat,Tyler,Feeding/Observation,2/28/2024,4:30:00 PM,,Yes,,,"Nebraska Brand, OTHER",,,,,,,,,,,,,,Rib bones,,,,DVE,NSF
2/28/2024 16:33,Red Fox,Tyler,Feeding/Observation,2/28/2024,4:30:00 PM,,Yes,,"Nebraska Brand, Fresh Vegetables, Mazuri Omnivore",,,,,,,,,,,,,,,,,,,DVE,NSF
2/28/2024 14:21,Wolf,Krystal,Feeding/Observation,2/28/2024,2:00:00 PM,,Yes,,,,,,Whole prey,,,,,,Nebraska Brand,,,,,,,,,DVE,Wolves good. Tree down in pen 4. Fell across pen and on to pen 3
2/28/2024 9:41,Bobcat,Krystal,Feeding/Observation,2/28/2024,9:30:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
2/27/2024 9:37,Bobcat,Krystal,Feeding/Observation,2/27/2024,9:35:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
2/26/2024 17:35,Bobcat,Krystal,Feeding/Observation,2/26/2024,5:30:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
2/26/2024 17:36,Red Fox,Krystal,Feeding/Observation,2/26/2024,5:15:00 PM,,Yes,,"Nebraska Brand, Fresh Vegetables, Fish, Mazuri Omnivore",,,,,,,,,,,,,,,,,,,DVE,NSF
2/26/2024 9:49,Bobcat,Krystal,Feeding/Observation,2/26/2024,9:45:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
2/26/2024 9:51,Bobcat,Krystal,Feeding/Observation,2/26/2024,9:45:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
2/25/2024 16:55,Bobcat,Miranda,Feeding/Observation,2/25/2024,4:00:00 PM,,Yes,,Whole prey,,Nebraska Brand,,,,,,,,,,,,,.4lb nb each and 2 mice each,,,,DVE,"Nsf, most relaxed ive seen yet waiting and eating slower stil. Ate all, ea to own dish "
2/25/2024 16:58,Red Fox,Miranda,Feeding/Observation,2/25/2024,3:35:00 PM,,Yes,,"Whole prey, Fresh Vegetables",Nebraska Brand,,,,,,,,,,,,,,".5 green peper ea, .25lb nb each, 2xlm each",,,,DVE,"Nsf, lowappetite from both, both refused to get bowls when put closer to onlookers. Sabra took her mice and cached, when leaving jamie looked to be eating either a mouse or some pepper there was crunching"
2/25/2024 9:50,Bobcat,Miranda,Feeding/Observation,2/25/2024,9:30:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,"Both went to same AT first, carter took a chunk w him so got a little more, let out into habitat, no fallen limbs"
2/24/2024 16:39,Bobcat,Miranda,Feeding/Observation,2/24/2024,4:30:00 PM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,. 3lb nb each,,,,DVE,NSF
2/24/2024 16:38,Red Fox,Miranda,Feeding/Observation,2/24/2024,3:50:00 PM,,Yes,,"Nebraska Brand, Fresh Fruit, Fresh Vegetables",Nebraska Brand,,,,,,,,,,,,,,"Mixed veg, .3 lb nb ech, one cube canalope each",,,,DVE,"Nsf, saw jamie eat some from dish, sabra took nb from jamie and went to cache it butlooked to have maybeg9ne to eat it instead "
2/24/2024 15:21,Wolf,Miranda,Feeding/Observation,2/24/2024,2:00:00 PM,,Yes,,,,Whole prey,,,,Nebraska Brand,,"Nebraska Brand, Whole prey",,Nebraska Brand,,,,,"1 rabbit each group, larger 13lb other 10. ",,,,DVE,"Yonah and winema rabbit. Not eating much by others of nb. Ahuli was in den and did not come out until later, pacing fenceline of 2 almost whole time. He did not eat during feed time. "
2/24/2024 10:15,Red Fox,Miranda,Feeding/Observation,2/24/2024,9:45:00 AM,,Yes,,"Nebraska Brand, Fresh Vegetables, OTHER",,,,,,,,,,,,,,,"Cube cheese each, squash and .15lb nb",,,,DVE,"Nsf, both came and sniffed, then sabra cached most. Jamie later seen eatingsquash"
2/24/2024 9:41,Bobcat,Miranda,Feeding/Observation,2/24/2024,9:25:00 AM,,Yes,,Nebraska Brand,,Chicken,,,,,,,,,,,,,,,,,DVE,"Nsf, front two paws on fence 2x, each time backed away b4 approach, both looking toward hands but no reaching"
2/23/2024 16:43,Bobcat,Krystal,Feeding/Observation,2/23/2024,4:40:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
2/23/2024 16:46,Red Fox,Krystal,Feeding/Observation,2/23/2024,3:15:00 PM,,Yes,,Whole prey,Whole prey,,,,,,,,,,,,,,,,,,DVE,NSF
2/23/2024 9:36,Bobcat,Krystal,Feeding/Observation,2/23/2024,9:25:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
2/22/2024 17:27,Red Fox,Krystal,Feeding/Observation,2/22/2024,5:15:00 PM,,Yes,,"Fresh Fruit, Fresh Vegetables, Fish",,,,,,,,,,,,,,,,,,,DVE,NSF
2/22/2024 17:27,Bobcat,Krystal,Feeding/Observation,2/22/2024,5:00:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
2/22/2024 13:19,Red Fox,Krystal,Feeding/Observation,2/22/2024,11:00:00 AM,,Yes,,Whole prey,,,,,,,,,,,,,,,,,,,DVE,Wasnt interested in ribs
2/22/2024 9:17,Bobcat,Krystal,Feeding/Observation,2/22/2024,9:10:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
2/21/2024 16:01,Bobcat,Miranda,Feeding/Observation,2/21/2024,3:40:00 PM,,Yes,,Chicken,"Nebraska Brand, OTHER",,,,,,,,,,,,,,1rib bone each,,,,DVE,Nsf great
2/21/2024 16:00,Red Fox,Miranda,Feeding/Observation,2/21/2024,3:20:00 PM,,Yes,,"Nebraska Brand, Chicken, Fresh Vegetables, OTHER",,,,,,,,,,,,,,,1 rib bone ea horse,,,,DVE,Both took rib bones and eating at them whole time i was there
2/21/2024 15:59,Wolf,Miranda,Feeding/Observation,2/21/2024,2:00:00 PM,,Yes,,,,,,Nebraska Brand,,,,,,,Nebraska Brand,,,,,,,,DVE,Not as hungry at first then ate more all were caching a bit. They tore another pc of electric fence off in four
2/21/2024 15:02,Bobcat,Miranda,Feeding/Observation,2/21/2024,9:35:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,"Nsf, great no swiping or paws up, carter did take then out of dish and away whike cash af same dish, cash immediately went to the other dish so both got full diet."
2/20/2024 17:11,Bobcat,Krystal,Feeding/Observation,2/20/2024,5:05:00 PM,,Yes,,Whole prey,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
2/20/2024 17:10,Red Fox,Krystal,Feeding/Observation,2/20/2024,4:50:00 PM,,Yes,,"Whole prey, Fresh Vegetables, Mazuri Omnivore",,,,,,,,,,,,,,,,,,,DVE,NSF
2/20/2024 12:34,Bobcat,Miranda,Feeding/Observation,2/20/2024,12:25:00 PM,,Yes,,Chicken,,,,,,,,,,,,,,,,,,,DVE,NSF
2/20/2024 9:46,Bobcat,Miranda,Feeding/Observation,2/20/2024,9:35:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,"Nsf, cash both paws up 1x, good after lrs"
2/19/2024 16:33,Bobcat,Krystal,Feeding/Observation,2/19/2024,4:25:00 PM,,Yes,,,,Chicken,,,,,,,,,,,,,,,,,DVE,NSF
2/19/2024 9:56,Bobcat,Krystal,Feeding/Observation,2/19/2024,9:50:00 AM,,Yes,,Nebraska Brand,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
2/18/2024 17:12,Red Fox,Miranda,Feeding/Observation,2/18/2024,4:55:00 PM,,Yes,,Chicken,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,,,,,,DVE,"Nsf, sone cachi g by both, couldnt tell what food items"
2/18/2024 17:11,Bobcat,Miranda,Feeding/Observation,2/18/2024,4:45:00 PM,,Yes,,"Nebraska Brand, Chicken, OTHER",Nebraska Brand,,,,,,,,,,,,,,".35 lb nb ea, few tbsp patte and 1 chicken foot ea",,,,DVE,"Nsf, carter went for chain 1x, fine after TO"
2/18/2024 14:29,Bobcat,Miranda,Feeding/Observation,2/18/2024,9:30:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,"Nsf, both ate but went to same bowl. Carter quickly went to the empty bowl. "
2/18/2024 8:51,Bobcat,Miranda,Feeding/Observation,2/17/2024,4:10:00 PM,,Yes,,"Nebraska Brand, OTHER",Nebraska Brand,,,,,,,,,,,,,,.35lb nb and 2tbsp patte cat food each,,,,DVE,NSF
2/18/2024 8:47,Red Fox,Miranda,Feeding/Observation,2/17/2024,3:50:00 PM,,Yes,,"Nebraska Brand, OTHER","Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,,"One bone each, .3lb nb each, and cucumber",,,,DVE,"Nsf, jamie went to cache bone then eating nb. Sabra poking at nb, eent to jamie dish, he did defend it and she backed off"
2/18/2024 8:44,Wolf,Miranda,Feeding/Observation,2/17/2024,2:00:00 PM,,Yes,,,,,,"Nebraska Brand, OTHER",,,,,,,Nebraska Brand,,,,"16lb nb per wolf, about 1 lb bones per wolf",,,,DVE,NSF
2/18/2024 8:48,Bobcat,Miranda,Feeding/Observation,2/17/2024,9:05:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
2/16/2024 16:39,Red Fox,Miranda,Feeding/Observation,2/16/2024,4:40:00 PM,,Yes,,"Fresh Vegetables, OTHER",Chicken,,,,,,,,,,,,,,"5 mw each, cube of cheese, chicken wing each, green pepper",,,,DVE,NSF
2/16/2024 16:36,Bobcat,Miranda,Feeding/Observation,2/16/2024,4:10:00 PM,,Yes,,"Chicken, Whole prey",,Nebraska Brand,,,,,,,,,,,,,".45lb nb ea, 1 adult mouse each and 1 chicken leg bone ea",,,,DVE,"Nsf, still pacing to eat, carter mewwed. Both ate well despite construction "
2/16/2024 9:26,Bobcat,Miranda,Feeding/Observation,2/16/2024,9:15:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,"Nsf, at first both to one dish but cash ther first and carter immediately went to other bowl did not take any. No paws up no swipi g or displacement "
2/15/2024 16:55,Red Fox,Krystal,Feeding/Observation,2/15/2024,4:55:00 PM,,Yes,,"Fresh Fruit, Fish, Mazuri Omnivore",Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
2/15/2024 17:00,Bobcat,Miranda,Feeding/Observation,2/15/2024,4:35:00 PM,,Yes,,OTHER,,Nebraska Brand,,,,,,,,,,,,,.4lb nb ea and 1 raw egg each,,,,DVE,"Nsf cash refused egg, had 2 ppl but both went into same side, carter carried off a pc, krystal nr to other side for him to get bowl cash ref egg"
2/15/2024 9:18,Bobcat,Miranda,Feeding/Observation,2/15/2024,9:00:00 AM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,",3 lb nb each",,,,DVE,"Carter reached paw up to clip as i was going to undoe it, went into other pne and closed, TO. Better when i came back. Carter displaced cash for going to food dish 1x so carter only got about .15 lb nb carter closer to .45lb"
2/14/2024 17:12,Red Fox,John,Feeding/Observation,2/14/2024,4:45:00 PM,,Yes,,"Fresh Fruit, OTHER",Chicken,,,,,,,,,,,,,,4 mealworms each,,,,DVE,NSF
2/14/2024 17:10,Bobcat,John,Feeding/Observation,2/14/2024,4:30:00 PM,,Yes,,Nebraska Brand,Nebraska Brand,,OTHER,,,,,,,,,,,,Rib bones with meat,,,,DVE,NSF
2/14/2024 15:28,Wolf,Krystal,Feeding/Observation,2/14/2024,2:00:00 PM,,Yes,,,Whole prey,Whole prey,,Nebraska Brand,,,,,,,Nebraska Brand,,,,,,,,DVE,NSF
2/15/2024 9:25,Bobcat,Miranda,Feeding/Observation,2/14/2024,1:20:00 PM,,Yes,,"Nebraska Brand, Chicken, OTHER",,,,,,,,,,,,,,,Horse rib meat ,,,,DVE,NSF
2/14/2024 9:10,Bobcat,Miranda,Feeding/Observation,2/14/2024,9:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,.4 lb nb each,,,,DVE,"Bothheaviky anticipating, cleaned 1st til calmer, "
2/13/2024 16:58,Red Fox,Krystal,Feeding/Observation,2/13/2024,4:45:00 PM,,Yes,,"Fresh Vegetables, Fish",,,,,,,,,,,,,,,"Liver, egg",,,,DVE,NSF
2/13/2024 16:57,Bobcat,Krystal,Feeding/Observation,2/13/2024,4:30:00 PM,,Yes,,"Nebraska Brand, Chicken",Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
2/13/2024 9:42,Bobcat,Krystal,Feeding/Observation,2/13/2024,9:38:00 AM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
2/12/2024 17:00,Red Fox,Krystal,Feeding/Observation,2/12/2024,5:00:00 PM,,Yes,,"Fresh Fruit, Fish",,,,,,,,,,,,,,,,,,,DVE,NSF
2/12/2024 16:59,Bobcat,Krystal,Feeding/Observation,2/12/2024,4:45:00 PM,,Yes,,Chicken,Chicken,,,,,,,,,,,,,,,,,,DVE,NSF
2/12/2024 9:51,Red Fox,Krystal,Feeding/Observation,2/12/2024,9:30:00 AM,,Yes,,"Chicken, Fresh Vegetables, Mazuri Omnivore",,,,,,,,,,,,,,,Egg,,,,DVE,NSF
2/12/2024 9:26,Bobcat,Krystal,Feeding/Observation,2/12/2024,9:15:00 AM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
2/11/2024 14:38,Red Fox,Bob,Feeding/Observation,2/11/2024,11:00:00 AM,,Yes,,,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,,,,,,DVE,The darker one is walking on 3 legs.
2/11/2024 14:36,Wolf,Bob,Feeding/Observation,2/10/2024,2:00:00 PM,,Yes,,,,,,,,,,,,Nebraska Brand,,,,,,,,,DVE,NSF
2/10/2024 9:42,Bobcat,Bob,Feeding/Observation,2/10/2024,9:15:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
2/10/2024 9:43,Red Fox,Bob,Feeding/Observation,2/10/2024,9:15:00 AM,,Yes,,,"Chicken, Fresh Vegetables",,,,,,,,,,,,,,,,,,DVE,NSF
2/9/2024 16:53,Red Fox,Krystal,Feeding/Observation,2/9/2024,4:50:00 PM,,Yes,,"Nebraska Brand, Fresh Fruit, Fresh Vegetables",Nebraska Brand,,,,,,,,,,,,,,Egg,,,,DVE,NSF
2/9/2024 16:53,Bobcat,Krystal,Feeding/Observation,2/9/2024,4:35:00 PM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
2/9/2024 9:15,Bobcat,Krystal,Feeding/Observation,2/9/2024,9:05:00 AM,,Yes,,,Chicken,,,,,,,,,,,,,,,,,,DVE,NSF
2/8/2024 17:00,Red Fox,Krystal,Feeding/Observation,2/8/2024,4:55:00 PM,,Yes,,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,,,,,,,DVE,NSF
2/8/2024 16:59,Bobcat,Krystal,Feeding/Observation,2/8/2024,4:45:00 PM,,Yes,,"Nebraska Brand, Whole prey",Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
2/8/2024 10:44,Red Fox,Krystal,Feeding/Observation,2/8/2024,10:20:00 AM,,Yes,,"Whole prey, Fresh Fruit, Fish",,,,,,,,,,,,,,,,,,,DVE,NSF
2/8/2024 10:43,Bobcat,Krystal,Feeding/Observation,2/8/2024,9:30:00 AM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
2/7/2024 9:41,Red Fox,Krystal,Feeding/Observation,2/7/2024,9:20:00 PM,,Yes,,"Whole prey, Fresh Fruit, Fresh Vegetables",,,,,,,,,,,,,,,Rib meat,,,,DVE,Good condition. Stood by Jamie so Sabra wouldnt steal his food
2/7/2024 16:50,Red Fox,Krystal,Feeding/Observation,2/7/2024,4:40:00 PM,,Yes,,"Whole prey, Fresh Vegetables, Fish, Mazuri Omnivore",,,,,,,,,,,,,,,Egg,,,,DVE,NSF
2/7/2024 16:58,Bobcat,Miranda,Feeding/Observation,2/7/2024,4:40:00 PM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,.3lb nb each,,,,DVE,"Nsf, 2x TO because carter was climbinb up on fence, left every time a paw came up. Both ate all"
2/8/2024 10:44,Wolf,Krystal,Feeding/Observation,2/7/2024,2:00:00 PM,,Yes,,,,,,,,,,Whole prey,,Nebraska Brand,,,,,,,,,DVE,"Very hungry , all eating "
2/7/2024 16:28,Red Fox,Krystal,Feeding/Observation,2/7/2024,9:20:00 AM,,Yes,,"Whole prey, Fresh Fruit, Fresh Vegetables",,,,,,,,,,,,,,,Rib meat,,,,DVE,NSF
2/7/2024 9:45,Bobcat,Miranda,Feeding/Observation,2/7/2024,9:10:00 AM,,Yes,,OTHER,,Nebraska Brand,,,,,,,,,,,,,".4 lb each nb and 1 egg each, carter got more, cash less",,,,DVE,"Nsf, carter paws up 1x on chain link, good after lrs. Both fastpacing, out to food at base of verti al boxes. Carter got one down right away, cash took longrr and carter knocked the otherone down and started eating from it. Cash went to the already knocked one, not sure he got anything. Ossed him a .1 ish ball of nband cash ate that"
2/6/2024 16:57,Bobcat,Miranda,Feeding/Observation,2/6/2024,4:30:00 PM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
2/6/2024 9:18,Bobcat,Miranda,Feeding/Observation,2/6/2024,9:05:00 AM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,.4lb nb each,,,,DVE,NSF
2/5/2024 16:43,Red Fox,Krystal,Feeding/Observation,2/5/2024,4:40:00 PM,,Yes,,"Nebraska Brand, Fresh Fruit",,,,,,,,,,,,,,,,,,,DVE,NSF
2/5/2024 16:33,Bobcat,Miranda,Feeding/Observation,2/5/2024,4:25:00 PM,,Yes,,"Nebraska Brand, Chicken",Nebraska Brand,,,,,,,,,,,,,,.35lb nb each and 1 chicken bone each,,,,DVE,"Carter 2 paws up on fence 1x fine w lrs. Cash displaced carter 1x, i helped carter find dish for his food, both eating all."
2/5/2024 15:58,Bobcat,Miranda,Feeding/Observation,2/5/2024,9:50:00 AM,,Yes,,OTHER,Nebraska Brand,,,,,,,,,,,,,,1 egg each ,,,,DVE,Nsf ate all each got an egg
2/4/2024 16:44,Red Fox,John,Feeding/Observation,2/4/2024,4:40:00 PM,,Yes,,"Fresh Vegetables, OTHER",OTHER,,,,,,,,,,,,,,Rib bone and ground butchers meat,,,,DVE,NSF
2/4/2024 16:37,Bobcat,John,Feeding/Observation,2/4/2024,4:00:00 PM,,Yes,,"Whole prey, OTHER",Nebraska Brand,,,,,,,,,,,,,,Rib meat,,,,DVE,NSF
2/4/2024 10:16,Bobcat,John,Feeding/Observation,2/4/2024,10:00:00 AM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
2/3/2024 16:18,Bobcat,John,Feeding/Observation,2/3/2024,4:17:00 PM,,Yes,,,"Nebraska Brand, OTHER",,,,,,,,,,,,,,Rib/rib meat,,,,DVE,NSF
2/3/2024 15:52,Red Fox,John,Feeding/Observation,2/3/2024,3:45:00 PM,,Yes,,"Whole prey, Fish, OTHER",,,,,,,,,,,,,,,Jamie had an egg with sardine juice,,,,DVE,NSF
2/3/2024 14:20,Wolf,John,Feeding/Observation,2/3/2024,2:00:00 PM,,Yes,,,,,,Nebraska Brand,,,,"Nebraska Brand, OTHER",Nebraska Brand,,,,,,Ribs,,,,DVE,NSF
2/3/2024 9:57,Bobcat,John,Feeding/Observation,2/3/2024,9:30:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
2/2/2024 17:28,Red Fox,Krystal,Feeding/Observation,2/2/2024,5:00:00 PM,,Yes,,Fresh Fruit,,,,,,,,,,,,,,,0.25 lb beef stew,,,,DVE,NSF
2/2/2024 17:27,Bobcat,Krystal,Feeding/Observation,2/2/2024,4:45:00 PM,,Yes,,Chicken,,,,,,,,,,,,,,,0.25 lb beef stew,,,,DVE,NSF
2/1/2024 16:42,Red Fox,Krystal,Feeding/Observation,2/1/2024,4:40:00 PM,,Yes,,"Nebraska Brand, Whole prey, Fresh Fruit, Mazuri Omnivore",,,,,,,,,,,,,,,,,,,DVE,NSF
2/1/2024 16:27,Bobcat,Krystal,Feeding/Observation,2/1/2024,4:25:00 PM,,Yes,,Whole prey,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,Both ate 
2/1/2024 9:58,Red Fox,Krystal,Feeding/Observation,2/1/2024,9:30:00 AM,,Yes,,Fish,,,,,,,,,,,,,,,"1/2 raw egg, 1/2 boiled egg ",,,,DVE,Throw up on pad. Bothh ate all food. 
2/1/2024 9:57,Bobcat,Krystal,Feeding/Observation,2/1/2024,9:15:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,O.35 lb nb,,,,DVE,Didnt eat. Pacing and stressed from construction 
1/31/2024 16:28,Red Fox,Krystal,Feeding/Observation,1/31/2024,4:20:00 PM,,Yes,,"Whole prey, Fresh Vegetables",Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
1/31/2024 16:37,Bobcat,Miranda,Feeding/Observation,1/31/2024,4:20:00 PM,,Yes,,Nebraska Brand,"Nebraska Brand, OTHER",,,,,,,,,,,,,,.3lb nb each and 1 horse rib bone each,,,,DVE,NSF
1/31/2024 14:32,Wolf,Miranda,Feeding/Observation,1/31/2024,2:00:00 PM,,Yes,,,,,,Nebraska Brand,Nebraska Brand,,,Nebraska Brand,,,,,,,"4lb nb each, 2.9lb rib bones for ahuli and winema, 4lb rib bones for the other three ",,,,DVE,Some mating behaviors after
1/31/2024 10:33,Red Fox,Miranda,Feeding/Observation,1/31/2024,10:15:00 AM,,Yes,,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,,,About .1 lb nb and .1 frozen stir fry each,,,,DVE,"Nsf, both sleeping through construction. Sabra ate nb, jamie nibbling nb, he did not move to cache"
1/31/2024 9:59,Bobcat,Miranda,Feeding/Observation,1/31/2024,9:45:00 AM,,Yes,,"Nebraska Brand, OTHER",Nebraska Brand,,,,,,,,,,,,,,.3lb nb and 1 hard boiled egg each.,,,,DVE,"Carter, at least went for egg, ate a bit more nb but not sure if all, cash ate well"
1/30/2024 17:00,Red Fox,Krystal,Feeding/Observation,1/30/2024,4:50:00 PM,,Yes,,"Nebraska Brand, Fresh Fruit, Mazuri Omnivore",,,,,,,,,,,,,,,,,,,DVE,NSF
